,name,calories,carbs,fat,restaurant,category
0,A&W® Diet Root Beer,0,0.0,0,A&W Restaurants,Drinks
1,A&W® Diet Root Beer,0,0.0,0,A&W Restaurants,Drinks
2,A&W® Diet Root Beer,0,0.0,0,A&W Restaurants,Drinks
3,A&W® Diet Root Beer,0,0.0,0,A&W Restaurants,Drinks
4,A&W® Diet Root Beer,0,0.0,0,A&W Restaurants,Drinks
5,A&W® Diet Root Beer,0,0.0,0,A&W Restaurants,Drinks
6,A&W® Root Beer,160,43.0,0,A&W Restaurants,Drinks
7,A&W® Root Beer,220,58.0,0,A&W Restaurants,Drinks
8,A&W® Root Beer,270,72.0,0,A&W Restaurants,Drinks
9,A&W® Root Beer,440,116.0,0,A&W Restaurants,Drinks
10,A&W® Root Beer,880,232.0,0,A&W Restaurants,Drinks
11,A&W® Root Beer,1760,464.0,0,A&W Restaurants,Drinks
12,Blue Raspberry Slushee,270,67.0,0,A&W Restaurants,Drinks
13,Blue Raspberry Slushee,370,91.0,0,A&W Restaurants,Drinks
14,Blue Raspberry Slushee,570,142.0,0,A&W Restaurants,Drinks
15,Blue Raspberry Slushee,740,182.0,0,A&W Restaurants,Drinks
16,Cherry Limeade,190,51.0,0,A&W Restaurants,Drinks
17,Cherry Limeade,300,79.0,0,A&W Restaurants,Drinks
18,Cherry Limeade,340,90.0,0,A&W Restaurants,Drinks
19,Cherry Limeade,530,138.0,0,A&W Restaurants,Drinks
20,Cherry Slushee,330,83.0,0,A&W Restaurants,Drinks
21,Cherry Slushee,450,112.0,0,A&W Restaurants,Drinks
22,Cherry Slushee,570,141.0,0,A&W Restaurants,Drinks
23,Cherry Slushee,900,224.0,0,A&W Restaurants,Drinks
24,Lemon Slushee,330,82.0,0,A&W Restaurants,Drinks
25,Lemon Slushee,440,110.0,0,A&W Restaurants,Drinks
26,Lemon Slushee,560,139.0,0,A&W Restaurants,Drinks
27,Lemon Slushee,890,221.0,0,A&W Restaurants,Drinks
28,Lime Slushee,280,69.0,0,A&W Restaurants,Drinks
29,Lime Slushee,380,94.0,0,A&W Restaurants,Drinks
30,Lime Slushee,480,119.0,0,A&W Restaurants,Drinks
31,Lime Slushee,770,188.0,0,A&W Restaurants,Drinks
32,Limeade,140,38.0,0,A&W Restaurants,Drinks
33,Limeade,210,55.0,0,A&W Restaurants,Drinks
34,Limeade,250,66.0,0,A&W Restaurants,Drinks
35,Limeade,390,103.0,0,A&W Restaurants,Drinks
36,Strawberry Limeade,230,58.0,0,A&W Restaurants,Drinks
37,Strawberry Limeade,290,75.0,0,A&W Restaurants,Drinks
38,Strawberry Limeade,420,105.0,0,A&W Restaurants,Drinks
39,Strawberry Limeade,560,143.0,0,A&W Restaurants,Drinks
40,Watermelon Slushee,270,73.0,0,A&W Restaurants,Drinks
41,Watermelon Slushee,360,99.0,0,A&W Restaurants,Drinks
42,Watermelon Slushee,460,124.0,0,A&W Restaurants,Drinks
43,Watermelon Slushee,720,197.0,0,A&W Restaurants,Drinks
44,Applebee’s Limeades,130,59.0,0,Applebee's,Drinks
45,Frozen Lemonades,255,64.0,0,Applebee's,Drinks
46,Coffee (16oz),0,0.0,0,Bojangle's Famous Chicken 'n Biscuits,Drinks
47,Coffee (22oz),0,0.0,0,Bojangle's Famous Chicken 'n Biscuits,Drinks
48,"Sweet Iced Tea (16oz, with ice)",70,18.0,0,Bojangle's Famous Chicken 'n Biscuits,Drinks
49,"Sweet Iced Tea (22oz, with ice)",100,25.0,0,Bojangle's Famous Chicken 'n Biscuits,Drinks
50,"Sweet Iced Tea (32oz, with ice)",150,37.0,0,Bojangle's Famous Chicken 'n Biscuits,Drinks
51,"Unsweetened Iced Tea (16oz, with ice)",0,0.0,0,Bojangle's Famous Chicken 'n Biscuits,Drinks
52,"Unsweetened Iced Tea (22oz, with ice)",0,0.0,0,Bojangle's Famous Chicken 'n Biscuits,Drinks
53,"Unsweetened Iced Tea (32oz, with ice)",0,0.0,0,Bojangle's Famous Chicken 'n Biscuits,Drinks
54,Fanta Cherry frozen concentrated beverage,110,31.0,0,Burger King,Drinks
55,Fanta Cherry frozen concentrated beverage,140,40.0,0,Burger King,Drinks
56,Fresh Brewed Iced Tea,5,,0,Carl's Jr.,Drinks
57,Fresh Brewed Iced Tea,5,,0,Carl's Jr.,Drinks
58,Fresh Brewed Iced Tea,10,,0,Carl's Jr.,Drinks
59,Fresh Brewed Iced Tea,10,,0,Carl's Jr.,Drinks
60,Chick-fil-A® Diet Lemonade,20,6.0,0,Chick-fil-A,Drinks
61,Chick-fil-A® Lemonade,230,61.0,0,Chick-fil-A,Drinks
62,Iced Tea – Sweetened,130,32.0,0,Chick-fil-A,Drinks
63,Iced Tea – Unsweetened,0,0.0,0,Chick-fil-A,Drinks
64,Sweet Tea – Large,360,90.0,0,Church's,Drinks
65,Sweet Tea – Medium,270,68.0,0,Church's,Drinks
66,Sweet Tea – Small,190,48.0,0,Church's,Drinks
67,Unsweet Tea – Large,0,0.0,0,Church's,Drinks
68,Unsweet Tea – Medium,0,0.0,0,Church's,Drinks
69,Unsweet Tea – Small,0,0.0,0,Church's,Drinks
70,Frozen Mango Lemonade – VG,350,91.0,0,Corner Bakery Cafe,Drinks
71,Frozen Mango Lemonade – VG,700,182.0,0,Corner Bakery Cafe,Drinks
72,Frozen Mango Pomegranate Swirl – VG,320,83.0,0,Corner Bakery Cafe,Drinks
73,Frozen Mango Pomegranate Swirl – VG,640,166.0,0,Corner Bakery Cafe,Drinks
74,Frozen Pomegranate Lemonade – VG,290,75.0,0,Corner Bakery Cafe,Drinks
75,Frozen Pomegranate Lemonade – VG,580,150.0,0,Corner Bakery Cafe,Drinks
76,"Arctic Rush Float, All Flavors – Large",550,108.0,9,Dairy Queen,Drinks
77,"Arctic Rush Float, All Flavors – Medium",420,82.0,7,Dairy Queen,Drinks
78,"Arctic Rush Float, All Flavors – Small",330,65.0,6,Dairy Queen,Drinks
79,"Arctic Rush Freeze, All Flavors – Large",610,107.0,15,Dairy Queen,Drinks
80,"Arctic Rush Freeze, All Flavors – Medium",470,80.0,12,Dairy Queen,Drinks
81,"Arctic Rush Freeze, All Flavors – Small",380,65.0,10,Dairy Queen,Drinks
82,"Arctic Rush, All Flavors – Large",350,70.0,0,Dairy Queen,Drinks
83,"Arctic Rush, All Flavors – Medium",260,53.0,0,Dairy Queen,Drinks
84,"Arctic Rush, All Flavors – Small",210,41.0,0,Dairy Queen,Drinks
85,"Lemonade Chiller, Classic, Large",600,143.0,0,Dairy Queen,Drinks
86,"Lemonade Chiller, Classic, Medium",380,87.0,0,Dairy Queen,Drinks
87,"Lemonade Chiller, Classic, Small",250,55.0,0,Dairy Queen,Drinks
88,"Lemonade Chiller, Strawberry, Large",680,161.0,0,Dairy Queen,Drinks
89,"Lemonade Chiller, Strawberry, Medium",420,96.0,0,Dairy Queen,Drinks
90,"Lemonade Chiller, Strawberry, Small",280,64.0,0,Dairy Queen,Drinks
91,OJ Strawberry Mango,250,62.0,0,Denny's,Drinks
92,Pacific Chiller,210,54.0,0,Denny's,Drinks
93,Pineapple Dream™,180,47.0,0,Denny's,Drinks
94,Strawberry Lemonade,200,50.0,0,Denny's,Drinks
95,Strawberry Mango Pucker™,220,56.0,0,Denny's,Drinks
96,Italian Lemon Ice – Medium,250,65.0,0,Fazoli's,Drinks
97,Italian Lemon Ice – Small,170,46.0,0,Fazoli's,Drinks
98,Italian Lemon Ice with Peach,370,97.0,0,Fazoli's,Drinks
99,Italian Lemon Ice with Strawberry,270,70.0,0,Fazoli's,Drinks
100,Italian Lemon Ice with Wildberry,340,90.0,0,Fazoli's,Drinks
101,Fresh Brewed Iced Tea Sweetened,96,24.0,0,Golden Chick,Drinks
102,Fresh Brewed Iced Tea Unsweetened,2,0.0,0,Golden Chick,Drinks
103,Minute Maid Raspberry Lemonade,101,27.0,0,Golden Chick,Drinks
104,"Apple Juice, 10 fl oz",120,29.0,0,IHOP,Drinks
105,"Apple Juice, 12 fl oz (Kid’s Cup)",150,36.0,0,IHOP,Drinks
106,"Apple Juice, 16 fl oz",210,51.0,0,IHOP,Drinks
107,"Apple Juice, Carafe",480,116.0,0,IHOP,Drinks
108,"Cranberry Juice, 10 fl oz",130,33.0,0,IHOP,Drinks
109,"Cranberry Juice, 12 fl oz (Kid’s Cup)",160,41.0,0,IHOP,Drinks
110,"Cranberry Juice, 16 fl oz",230,58.0,0,IHOP,Drinks
111,"Cranberry Juice, Carafe",520,132.0,0,IHOP,Drinks
112,"Grapefruit Juice, 10 fl oz",120,30.0,0,IHOP,Drinks
113,"Grapefruit Juice, 12 fl oz (Kid’s Cup)",150,38.0,0,IHOP,Drinks
114,"Grapefruit Juice, 16 fl oz",210,53.0,0,IHOP,Drinks
115,"Grapefruit Juice, Carafe",480,120.0,0,IHOP,Drinks
116,Herbal Tea,0,2.0,0,IHOP,Drinks
117,Hot Chocolate,290,35.0,13,IHOP,Drinks
118,Hot Tea,5,0.0,0,IHOP,Drinks
119,"Iced Tea, 10 fl oz",5,2.0,0,IHOP,Drinks
120,"Iced Tea, 12 fl oz (Kid’s Cup)",5,2.0,0,IHOP,Drinks
121,"Iced Tea, 16 fl oz",10,2.0,0,IHOP,Drinks
122,Chocolate Lowfat Milk Chug 1%,180,30.0,2,Jack in the Box,Drinks
123,"Flavored Iced Tea, Mango 24 fl oz.",80,21.0,0,Jack in the Box,Drinks
124,"Flavored Iced Tea, Peach 24 fl oz.",80,20.0,0,Jack in the Box,Drinks
125,"Flavored Iced Tea, Raspberry 24 fl oz.",80,21.0,0,Jack in the Box,Drinks
126,Reduced Fat Milk Chug 2%*,120,12.0,4,Jack in the Box,Drinks
127,Iced Tea,2,0.0,0,Jimmy Johns,Drinks
128,Iced Tea,4,0.0,0,Jimmy Johns,Drinks
129,Lemonade,242,65.0,0,Jimmy Johns,Drinks
130,Lemonade,388,104.0,0,Jimmy Johns,Drinks
131,Light Lemonade,12,2.0,0,Jimmy Johns,Drinks
132,Light Lemonade,20,4.0,0,Jimmy Johns,Drinks
133,Raspberry Iced Tea,195,52.0,0,Jimmy Johns,Drinks
134,Raspberry Iced Tea,312,84.0,0,Jimmy Johns,Drinks
135,Hot Chocolate,300,41.0,12,McDonald's,Drinks
136,Hot Chocolate,380,53.0,15,McDonald's,Drinks
137,Hot Chocolate,460,63.0,18,McDonald's,Drinks
138,Hot Chocolate with Nonfat Milk,250,43.0,5,McDonald's,Drinks
139,Hot Chocolate with Nonfat Milk,310,55.0,6,McDonald's,Drinks
140,Hot Chocolate with Nonfat Milk,390,68.0,6,McDonald's,Drinks
141,Brewed Tea – Acai,0,0.0,0,Panera Bread,Drinks
142,Brewed Tea – Black,0,0.0,0,Panera Bread,Drinks
143,Brewed Tea- Acai,0,0.0,0,Panera Bread,Drinks
144,Brewed Tea- Black,0,0.0,0,Panera Bread,Drinks
145,Caramel,600,97.0,22,Panera Bread,Drinks
146,Hot Chocolate,380,50.0,16,Panera Bread,Drinks
147,Iced Chai Tea Latte,160,26.0,3,Panera Bread,Drinks
148,Iced Infused Green Tea (with passionfruit & papaya),130,33.0,0,Panera Bread,Drinks
149,Lemonade,160,41.0,0,Panera Bread,Drinks
150,Low Fat Cranberry Orange Smoothie,300,65.0,1,Panera Bread,Drinks
151,Low Fat Mango Smoothie,230,51.0,1,Panera Bread,Drinks
152,Low Fat Strawberry Smoothie with Ginseng,260,59.0,1,Panera Bread,Drinks
153,Low Fat Wild Berry Smoothie,290,67.0,1,Panera Bread,Drinks
154,Mango,330,61.0,10,Panera Bread,Drinks
155,Mocha,570,94.0,20,Panera Bread,Drinks
156,Orange Juice – Large,200,46.0,0,Panera Bread,Drinks
157,Orange Juice – Small,110,26.0,0,Panera Bread,Drinks
158,Organic Apple Juice,120,29.0,0,Panera Bread,Drinks
159,Organic Chocolate Milk,170,25.0,5,Panera Bread,Drinks
160,Organic Milk,120,12.0,4,Panera Bread,Drinks
161,Absolut Lemonade,202,31.0,0,Red Robin Gourmet Burgers,Drinks
162,Absolutely Absolut Freckled Lemonade,350,39.0,0,Red Robin Gourmet Burgers,Drinks
163,Bailey’s Irish Cream Shake,381,40.0,17,Red Robin Gourmet Burgers,Drinks
164,Banana Daiquiri,353,66.0,0,Red Robin Gourmet Burgers,Drinks
165,Cherry Lime Flip,260,43.0,0,Red Robin Gourmet Burgers,Drinks
166,Classic Mojito,240,40.0,0,Red Robin Gourmet Burgers,Drinks
167,Electric Watermelon,360,47.0,0,Red Robin Gourmet Burgers,Drinks
168,Flat On Your Beak,280,31.0,0,Red Robin Gourmet Burgers,Drinks
169,Freckled Lemonade,126,32.0,0,Red Robin Gourmet Burgers,Drinks
170,Freckled Lemonade Light,68,17.0,0,Red Robin Gourmet Burgers,Drinks
171,Gold Margarita – Frozen,169,18.0,0,Red Robin Gourmet Burgers,Drinks
172,Gold Margarita – Mango,390,74.0,0,Red Robin Gourmet Burgers,Drinks
173,Gold Margarita – Peach,274,45.0,0,Red Robin Gourmet Burgers,Drinks
174,Gold Margarita – Raspberry,463,67.0,0,Red Robin Gourmet Burgers,Drinks
175,Gold Margarita – Rocks,174,20.0,0,Red Robin Gourmet Burgers,Drinks
176,Gold Margarita – Strawberry,203,25.0,0,Red Robin Gourmet Burgers,Drinks
177,Nuclear Ice Tea,280,24.0,0,Red Robin Gourmet Burgers,Drinks
178,One Great Margarita – Peach,291,48.0,0,Red Robin Gourmet Burgers,Drinks
179,One Great Margarita – Raspberry,576,83.0,0,Red Robin Gourmet Burgers,Drinks
180,One Great Margarita – Rocks,191,22.0,0,Red Robin Gourmet Burgers,Drinks
181,One Great Margarita – Strawberry,251,36.0,0,Red Robin Gourmet Burgers,Drinks
182,One Great Margarita-Frozen,197,24.0,0,Red Robin Gourmet Burgers,Drinks
183,One Great Margarita-Mango,395,73.0,0,Red Robin Gourmet Burgers,Drinks
184,Peach Daiquiri,255,45.0,0,Red Robin Gourmet Burgers,Drinks
185,Peach Iced Tea,103,26.0,0,Red Robin Gourmet Burgers,Drinks
186,Platinum Patron Margarita,180,19.0,0,Red Robin Gourmet Burgers,Drinks
187,Pomegranate Iced Tea,96,23.0,0,Red Robin Gourmet Burgers,Drinks
188,Raspberry Daiquiri,550,82.0,0,Red Robin Gourmet Burgers,Drinks
189,Raspberry Iced Tea,103,26.0,0,Red Robin Gourmet Burgers,Drinks
190,Sand In Your Shorts,357,51.0,0,Red Robin Gourmet Burgers,Drinks
191,Screaming Red Zombie,280,32.0,0,Red Robin Gourmet Burgers,Drinks
192,Strawberry Daiquiri,225,35.0,0,Red Robin Gourmet Burgers,Drinks
193,Strawberry Lemon Vojito,240,29.0,0,Red Robin Gourmet Burgers,Drinks
194,T.N.T.,240,28.0,0,Red Robin Gourmet Burgers,Drinks
195,Beer – 12 Ounces,150,11.0,0,Romano's Macaroni Grill,Drinks
196,Bellini Cipriani,120,7.0,0,Romano's Macaroni Grill,Drinks
197,Blood Orange Cosmo,200,14.0,0,Romano's Macaroni Grill,Drinks
198,Blood Orange Italian Soda,130,31.0,0,Romano's Macaroni Grill,Drinks
199,Coffee,0,0.0,0,Romano's Macaroni Grill,Drinks
200,Cranberry Orange Spritz,140,36.0,0,Romano's Macaroni Grill,Drinks
201,Ginger Root Soda,150,36.0,2,Romano's Macaroni Grill,Drinks
202,Italian Mojito,290,33.0,0,Romano's Macaroni Grill,Drinks
203,Light Beer – 12 Ounces,110,7.0,0,Romano's Macaroni Grill,Drinks
204,Limonata Nojito,170,47.0,0,Romano's Macaroni Grill,Drinks
205,Margarita Prima,440,52.0,0,Romano's Macaroni Grill,Drinks
206,Minute Maid® Lemonade,150,46.0,0,Romano's Macaroni Grill,Drinks
207,Perfect Martini,290,4.0,3,Romano's Macaroni Grill,Drinks
208,Pomegranate Italian Soda,130,31.0,0,Romano's Macaroni Grill,Drinks
209,San Pellegrino® Sparkling Mineral Water,0,0.0,0,Romano's Macaroni Grill,Drinks
210,Sorrento Lemonade,390,35.0,0,Romano's Macaroni Grill,Drinks
211,White Peach Italian Soda,130,31.0,0,Romano's Macaroni Grill,Drinks
212,Wine – 6 Ounces,150,5.0,0,Romano's Macaroni Grill,Drinks
213,Berry Fusion,148,5.0,0,Ruby Tuesday,Drinks
214,Freshly Made Lemonade – Blackberry,203,9.0,0,Ruby Tuesday,Drinks
215,Freshly Made Lemonade – Blackberry,203,9.0,0,Ruby Tuesday,Drinks
216,Freshly Made Lemonade – Mixed Berry,203,8.0,0,Ruby Tuesday,Drinks
217,Freshly Made Lemonade – Pomegranate,195,12.0,0,Ruby Tuesday,Drinks
218,Freshly Made Lemonade – Pomegranate,195,12.0,0,Ruby Tuesday,Drinks
219,Freshly Made Lemonade – Raspberry,199,8.0,0,Ruby Tuesday,Drinks
220,Freshly Made Lemonade – Raspberry,199,8.0,0,Ruby Tuesday,Drinks
221,Freshly Made Lemonade – Strawberry,206,16.0,0,Ruby Tuesday,Drinks
222,Freshly Made Lemonade – Strawberry,206,16.0,0,Ruby Tuesday,Drinks
223,Freshly Made Lemonade – Wild Berry,203,8.0,0,Ruby Tuesday,Drinks
224,Handcrafted Fruit Tea – Blackberry,142,10.0,2,Ruby Tuesday,Drinks
225,Handcrafted Fruit Tea – Blackberry,142,10.0,2,Ruby Tuesday,Drinks
226,Handcrafted Fruit Tea – Mango,94,9.0,3,Ruby Tuesday,Drinks
227,Handcrafted Fruit Tea – Mango,94,9.0,3,Ruby Tuesday,Drinks
228,Handcrafted Fruit Tea – Mixed Berry,142,9.0,2,Ruby Tuesday,Drinks
229,Handcrafted Fruit Tea – Peach,137,9.0,2,Ruby Tuesday,Drinks
230,Handcrafted Fruit Tea – Peach,137,9.0,2,Ruby Tuesday,Drinks
231,Handcrafted Fruit Tea – Raspberry,142,10.0,2,Ruby Tuesday,Drinks
232,Handcrafted Fruit Tea – Raspberry,142,10.0,2,Ruby Tuesday,Drinks
233,Handcrafted Fruit Tea – Wild Berry,142,9.0,2,Ruby Tuesday,Drinks
234,Peach Splash,152,9.0,0,Ruby Tuesday,Drinks
235,Peach Splash,152,9.0,0,Ruby Tuesday,Drinks
236,POM Tea,94,13.0,2,Ruby Tuesday,Drinks
237,POM Tea,94,13.0,2,Ruby Tuesday,Drinks
238,RT Palmer,105,15.0,2,Ruby Tuesday,Drinks
239,RT Palmer,105,15.0,2,Ruby Tuesday,Drinks
240,Berry Pomegranate Frutista Freeze®,310,75.0,0,Taco Bell,Drinks
241,Berry Pomegranate Frutista Freeze® 16 oz,250,62.0,0,Taco Bell,Drinks
242,Cherry Limeade Sparkler 20 oz,180,44.0,0,Taco Bell,Drinks
243,Cherry Limeade Sparkler 20 oz,270,66.0,0,Taco Bell,Drinks
244,Classic Limeade Sparkler 16 oz,150,39.0,0,Taco Bell,Drinks
245,Classic Limeade Sparkler 20 oz,230,60.0,0,Taco Bell,Drinks
246,Mango Strawberry Frutista Freeze®,300,75.0,0,Taco Bell,Drinks
247,Mango Strawberry Frutista Freeze® 16 oz,250,62.0,0,Taco Bell,Drinks
248,Strawberry Frutista Freeze®,280,70.0,0,Taco Bell,Drinks
249,Strawberry Frutista Freeze® 16 oz,230,57.0,0,Taco Bell,Drinks
250,A&W® Diet Root Beer Float (large),350,60.0,10,A&W Restaurants,Shakes
251,A&W® Diet Root Beer Float (medium),170,30.0,5,A&W Restaurants,Shakes
252,A&W® Diet Root Beer Float (small),170,30.0,5,A&W Restaurants,Shakes
253,A&W® Diet Root Beer Freeze (large),600,92.0,18,A&W Restaurants,Shakes
254,A&W® Diet Root Beer Freeze (medium),340,53.0,10,A&W Restaurants,Shakes
255,A&W® Diet Root Beer Freeze (small),260,39.0,8,A&W Restaurants,Shakes
256,A&W® Root Beer Float (large),640,136.0,10,A&W Restaurants,Shakes
257,A&W® Root Beer Float (medium),350,77.0,5,A&W Restaurants,Shakes
258,A&W® Root Beer Float (small),330,70.0,5,A&W Restaurants,Shakes
259,A&W® Root Beer Freeze (large),820,150.0,18,A&W Restaurants,Shakes
260,A&W® Root Beer Freeze (medium),480,89.0,10,A&W Restaurants,Shakes
261,A&W® Root Beer Freeze (small),370,68.0,8,A&W Restaurants,Shakes
262,Chocolate Milkshake (medium),880,125.0,36,A&W Restaurants,Shakes
263,Chocolate Milkshake (small),700,100.0,29,A&W Restaurants,Shakes
264,Orange Float (large),610,137.0,9,A&W Restaurants,Shakes
265,Orange Float (medium),340,81.0,4,A&W Restaurants,Shakes
266,Orange Float (small),320,74.0,4,A&W Restaurants,Shakes
267,Orange Freeze (medium),600,142.0,10,A&W Restaurants,Shakes
268,Orange Freeze (medium),970,223.0,18,A&W Restaurants,Shakes
269,Orange Freeze (small),450,108.0,8,A&W Restaurants,Shakes
270,Pineapple Banana Smoothee,400,85.0,6,A&W Restaurants,Shakes
271,Pineapple Banana Smoothee,480,104.0,6,A&W Restaurants,Shakes
272,Pineapple Banana Smoothee,750,160.0,10,A&W Restaurants,Shakes
273,Strawberry Banana Smoothee,390,78.0,6,A&W Restaurants,Shakes
274,Strawberry Banana Smoothee,420,86.0,6,A&W Restaurants,Shakes
275,Strawberry Banana Smoothee,680,137.0,10,A&W Restaurants,Shakes
276,Strawberry Milkshake (medium),840,113.0,36,A&W Restaurants,Shakes
277,Strawberry Milkshake (small),670,90.0,29,A&W Restaurants,Shakes
278,Strawberry Smoothee,360,70.0,6,A&W Restaurants,Shakes
279,Strawberry Smoothee,370,74.0,6,A&W Restaurants,Shakes
280,Strawberry Smoothee,610,121.0,10,A&W Restaurants,Shakes
281,Vanilla Milkshake (medium,900,121.0,39,A&W Restaurants,Shakes
282,Vanilla Milkshake (small),720,97.0,31,A&W Restaurants,Shakes
283,Decadent Shakes,915,109.0,46,Applebee's,Shakes
284,Chocolate Shake – Regular,570,98.0,15,Arby's,Shakes
285,Chocolate Shake – Small,450,75.0,12,Arby's,Shakes
286,Jamocha Oreo® Shake – Small,460,85.0,15,Arby's,Shakes
287,Jamocha Oreo® Swirl Shake – Regular,630,115.0,20,Arby's,Shakes
288,Jamocha Shake – Regular,570,97.0,15,Arby's,Shakes
289,Jamocha Shake – Small,440,75.0,12,Arby's,Shakes
290,Jr Chocolate Shake,350,60.0,9,Arby's,Shakes
291,Jr Jamocha Shake,350,60.0,9,Arby's,Shakes
292,Jr Vanilla Shake,290,45.0,9,Arby's,Shakes
293,Vanilla Shake – Regular,480,74.0,15,Arby's,Shakes
294,Vanilla Shake – Small,380,60.0,12,Arby's,Shakes
295,Chocolate Milk Shake,420,81.0,8,Burger King,Shakes
296,Chocolate Milk Shake,690,121.0,18,Burger King,Shakes
297,Chocolate Milk Shake,900,163.0,21,Burger King,Shakes
298,Strawberry Milk Shake,360,66.0,7,Burger King,Shakes
299,Strawberry Milk Shake,610,102.0,17,Burger King,Shakes
300,Strawberry Milk Shake,780,134.0,20,Burger King,Shakes
301,Vanilla Milk Shake,400,75.0,7,Burger King,Shakes
302,Vanilla Milk Shake,660,114.0,17,Burger King,Shakes
303,Vanilla Milk Shake,850,152.0,20,Burger King,Shakes
304,Chocolate Malt,760,,35,Carl's Jr.,Shakes
305,Chocolate Shake,690,,34,Carl's Jr.,Shakes
306,OREO® Cookie Malt,790,,39,Carl's Jr.,Shakes
307,OREO® Cookie Shake,720,,38,Carl's Jr.,Shakes
308,Strawberry Malt,760,,35,Carl's Jr.,Shakes
309,Strawberry Shake,690,,34,Carl's Jr.,Shakes
310,Vanilla Malt,770,,35,Carl's Jr.,Shakes
311,Vanilla Shake,700,,34,Carl's Jr.,Shakes
312,Frosty Chocolate Shake,690,92.0,33,Chili's,Shakes
313,"Malt, Banana – Large",860,134.0,27,Dairy Queen,Shakes
314,"Malt, Banana – Medium",670,102.0,22,Dairy Queen,Shakes
315,"Malt, Banana – Small",540,80.0,19,Dairy Queen,Shakes
316,"Malt, Caramel – Large",1080,178.0,31,Dairy Queen,Shakes
317,"Malt, Caramel – Medium",830,134.0,25,Dairy Queen,Shakes
318,"Malt, Caramel – Small",610,95.0,20,Dairy Queen,Shakes
319,"Malt, Cherry – Large",910,144.0,27,Dairy Queen,Shakes
320,"Malt, Cherry – Medium",710,112.0,22,Dairy Queen,Shakes
321,"Malt, Cherry – Small",560,83.0,19,Dairy Queen,Shakes
322,"Malt, Chocolate – Large",1020,171.0,32,Dairy Queen,Shakes
323,"Malt, Chocolate – Medium",790,130.0,26,Dairy Queen,Shakes
324,"Malt, Chocolate – Small",590,92.0,21,Dairy Queen,Shakes
325,"Malt, Hot Fudge – Large",1090,165.0,38,Dairy Queen,Shakes
326,"Malt, Hot Fudge – Medium",840,126.0,30,Dairy Queen,Shakes
327,"Malt, Hot Fudge – Small",620,90.0,22,Dairy Queen,Shakes
328,"Malt, Peanut Butter – Large",1350,143.0,72,Dairy Queen,Shakes
329,"Malt, Peanut Butter – Medium",1010,111.0,53,Dairy Queen,Shakes
330,"Malt, Peanut Butter – Small",700,83.0,34,Dairy Queen,Shakes
331,"Malt, Strawberry – Large",880,137.0,27,Dairy Queen,Shakes
332,"Malt, Strawberry – Medium",700,107.0,22,Dairy Queen,Shakes
333,"Malt, Strawberry – Small",550,81.0,19,Dairy Queen,Shakes
334,"Malt, Vanilla – Large",950,151.0,29,Dairy Queen,Shakes
335,"Malt, Vanilla – Medium",740,116.0,23,Dairy Queen,Shakes
336,"Malt, Vanilla – Small",580,89.0,19,Dairy Queen,Shakes
337,Groovy Mango,270,71.0,0,Denny's,Shakes
338,"Milk Shakes (Vanilla, Chocolate or Strawberry)",610,74.0,28,Denny's,Shakes
339,"Milk Shakes (Vanilla, Chocolate or Strawberry)",610,74.0,28,Denny's,Shakes
340,Oreo® Blender Blaster™,890,113.0,44,Denny's,Shakes
341,Strawberry Banana Bliss,250,65.0,0,Denny's,Shakes
342,Sweet Georgia Peach,260,65.0,0,Denny's,Shakes
343,Chocolate Shake,590,72.0,29,In-N-Out Burger,Shakes
344,Strawberry Shake,590,81.0,27,In-N-Out Burger,Shakes
345,Vanilla Shake,580,67.0,31,In-N-Out Burger,Shakes
346,"Shake, Chocolate w/ Whipped Topping 16 oz.",800,101.0,38,Jack in the Box,Shakes
347,"Shake, Chocolate w/ Whipped Topping 24 oz.",1150,146.0,55,Jack in the Box,Shakes
348,"Shake, Oreo® Cookie w/ Whipped Topping 16 oz.",810,92.0,43,Jack in the Box,Shakes
349,"Shake, Oreo® Cookie w/ Whipped Topping 24 oz.",1170,134.0,61,Jack in the Box,Shakes
350,"Shake, Strawberry w/ Whipped Topping 16 oz.",780,95.0,38,Jack in the Box,Shakes
351,"Shake, Strawberry w/ Whipped Topping 24 oz.",1120,138.0,54,Jack in the Box,Shakes
352,"Shake, Vanilla w/ Whipped Topping 16 oz.",700,76.0,38,Jack in the Box,Shakes
353,"Shake, Vanilla w/ Whipped Topping 24 oz.",1000,109.0,54,Jack in the Box,Shakes
354,"Smoothie, Mango 16 fl oz.",290,72.0,0,Jack in the Box,Shakes
355,"Smoothie, Mango 16 oz.",290,72.0,0,Jack in the Box,Shakes
356,"Smoothie, Mango 24 fl oz.",450,114.0,0,Jack in the Box,Shakes
357,"Smoothie, Strawberry 16 fl oz.",270,67.0,0,Jack in the Box,Shakes
358,"Smoothie, Strawberry 16 oz.",270,67.0,0,Jack in the Box,Shakes
359,"Smoothie, Strawberry 24 fl oz.",400,99.0,0,Jack in the Box,Shakes
360,"Smoothie, Strawberry Banana 16 fl oz.",290,73.0,0,Jack in the Box,Shakes
361,"Smoothie, Strawberry Banana 16 oz.",290,73.0,0,Jack in the Box,Shakes
362,"Smoothie, Strawberry Banana 24 fl oz.",440,108.0,0,Jack in the Box,Shakes
363,Chocolate McCafe® Shake,580,94.0,17,McDonald's,Shakes
364,Chocolate McCafe® Shake,720,119.0,20,McDonald's,Shakes
