,name,calories,carbs,fat,restaurant,category
2557,Lasagna Fritta,1030,82.0,63,Olive Garden,Appetizers
2558,Marinara Dipping Sauce,70,9.0,2,Olive Garden,Appetizers
2559,Marinara Sauce,35,4.0,1,Olive Garden,Appetizers
2560,Mussels di Napoli,180,13.0,8,Olive Garden,Appetizers
2561,Parmesan-Peppercorn Sauce,300,6.0,30,Olive Garden,Appetizers
2562,Sampler Italiano – Chicken Fingers,330,22.0,16,Olive Garden,Appetizers
2563,Sampler Italiano – Fried Mozzarella,370,26.0,22,Olive Garden,Appetizers
2564,Sampler Italiano – Fried Zucchini,370,42.0,20,Olive Garden,Appetizers
2565,Sampler Italiano – Marinara Sauce,35,4.0,1,Olive Garden,Appetizers
2566,Sampler Italiano – Parmesan-Peppercorn Sauce,300,6.0,30,Olive Garden,Appetizers
2567,Sampler Italiano – Toasted Beef & Sampler Italiano – Pork Ravioli,360,39.0,16,Olive Garden,Appetizers
2568,Sampler Italiano – Tomato Sauce,45,6.0,1,Olive Garden,Appetizers
2569,Sampler Italiano -Calamari,440,32.0,27,Olive Garden,Appetizers
2570,Sampler Italiano -Stuffed Mushrooms,280,15.0,19,Olive Garden,Appetizers
2571,Shrimp Scampi Fritta,600,39.0,37,Olive Garden,Appetizers
2572,Sicilian Scampi,500,43.0,22,Olive Garden,Appetizers
2573,Smoked Mozzarella Fonduta,940,72.0,48,Olive Garden,Appetizers
2574,Stuffed Mushrooms,280,15.0,19,Olive Garden,Appetizers
2575,Alice Springs Chicken Quesadillas ® Regular,391,22.0,24,Outback Steakhouse,Appetizers
2576,Alice Springs Chicken Quesadillas ® Small,471,24.0,32,Outback Steakhouse,Appetizers
2577,Aussie Cheese Fries Regular,327,23.0,22,Outback Steakhouse,Appetizers
2578,Aussie Cheese Fries Small,427,27.0,31,Outback Steakhouse,Appetizers
2579,Bloomin’ Onion®,325,19.0,27,Outback Steakhouse,Appetizers
2580,Chicken Artichoke Flatbread,160,12.0,8,Outback Steakhouse,Appetizers
2581,Coconut Shrimp,207,20.0,11,Outback Steakhouse,Appetizers
2582,Grilled Shrimp On The Barbie,147,12.0,8,Outback Steakhouse,Appetizers
2583,Seared Ahi Tuna Regular,125,9.0,7,Outback Steakhouse,Appetizers
2584,Seared Ahi Tuna Small,181,12.0,12,Outback Steakhouse,Appetizers
2585,Spinach Artichoke Dip,282,17.0,19,Outback Steakhouse,Appetizers
2586,Wings,469,4.0,38,Outback Steakhouse,Appetizers
2587,Wings with Hot Sauce,512,5.0,43,Outback Steakhouse,Appetizers
2588,Wings with Medium Sauce,517,5.0,43,Outback Steakhouse,Appetizers
2589,Wings with Mild Sauce,493,5.0,41,Outback Steakhouse,Appetizers
2590,Chicken Egg Roll,200,16.0,12,Panda Express,Appetizers
2591,Chicken Potsticker,220,23.0,11,Panda Express,Appetizers
2592,Cream Cheese Rangoon,190,24.0,8,Panda Express,Appetizers
2593,Veggie Spring Roll,160,22.0,7,Panda Express,Appetizers
2594,Chili Chili con Queso,1370,109.0,88,Red Robin Gourmet Burgers,Appetizers
2595,Creamy Spinach & Artichoke Dip,1117,101.0,60,Red Robin Gourmet Burgers,Appetizers
2596,Guacamole & Salsa with Chips,780,87.0,46,Red Robin Gourmet Burgers,Appetizers
2597,Jump Starter Cheese Sticks,603,48.0,33,Red Robin Gourmet Burgers,Appetizers
2598,Jump Starter Clam Strips,670,42.0,50,Red Robin Gourmet Burgers,Appetizers
2599,Jump Starter Jalapeno Coins,773,49.0,61,Red Robin Gourmet Burgers,Appetizers
2600,Jump Starter Kettle-Cooked Chips,725,50.0,56,Red Robin Gourmet Burgers,Appetizers
2601,Jump Starter Mushrooms,320,44.0,12,Red Robin Gourmet Burgers,Appetizers
2602,Jump Starter Onion Rings,653,71.0,38,Red Robin Gourmet Burgers,Appetizers
2603,Jump Starter Zucchini,435,15.0,39,Red Robin Gourmet Burgers,Appetizers
2604,Just-In Quesadilla Vegetarian,938,77.0,53,Red Robin Gourmet Burgers,Appetizers
2605,Just-In Quesadilla w/Chicken,1136,78.0,60,Red Robin Gourmet Burgers,Appetizers
2606,Nacho Ordinary Chili Nachos,1963,132.0,129,Red Robin Gourmet Burgers,Appetizers
2607,Nacho Ordinary Chili Nachos w/Chicken,2090,133.0,131,Red Robin Gourmet Burgers,Appetizers
2608,RR’s Buzzard Wings®,1076,4.0,84,Red Robin Gourmet Burgers,Appetizers
2609,Towering Onion Rings®,1770,171.0,112,Red Robin Gourmet Burgers,Appetizers
2610,Baked Prosciutto & Mozzarella,800,53.0,46,Romano's Macaroni Grill,Appetizers
2611,Bruschetta Crostini,460,30.0,34,Romano's Macaroni Grill,Appetizers
2612,Calamari Fritti,850,58.0,51,Romano's Macaroni Grill,Appetizers
2613,Caprese,480,10.0,40,Romano's Macaroni Grill,Appetizers
2614,Crispy Artichoke Potato Cakes,820,41.0,72,Romano's Macaroni Grill,Appetizers
2615,Crispy Fresh Mozzarella,790,20.0,66,Romano's Macaroni Grill,Appetizers
2616,Goat Cheese Peppadew Peppers,360,42.0,18,Romano's Macaroni Grill,Appetizers
2617,"Mac & Cheese Bites, Truffle Dip",990,45.0,78,Romano's Macaroni Grill,Appetizers
2618,Mediterranean Olives (Without Bread),150,4.0,16,Romano's Macaroni Grill,Appetizers
2619,Parmesan Fries,790,61.0,57,Romano's Macaroni Grill,Appetizers
2620,Peasant Bread,480,89.0,6,Romano's Macaroni Grill,Appetizers
2621,"Shrimp, Cannellini Bean & Avocado Crostini",650,41.0,47,Romano's Macaroni Grill,Appetizers
2622,Spicy Herb-Roasted Mussels,1240,92.0,66,Romano's Macaroni Grill,Appetizers
2623,Spicy Ricotta Meatballs,370,17.0,29,Romano's Macaroni Grill,Appetizers
2624,Stuffed Mushrooms,640,21.0,66,Romano's Macaroni Grill,Appetizers
2625,Zucchini Fritti,840,81.0,51,Romano's Macaroni Grill,Appetizers
2626,Asian Chicken Lettuce Wraps,61,1.0,1,Ruby Tuesday,Appetizers
2627,Baja Chicken Quesadilla,376,14.0,24,Ruby Tuesday,Appetizers
2628,Baja Chicken Tacos,712,41.0,40,Ruby Tuesday,Appetizers
2629,Four Way Sampler,288,18.0,14,Ruby Tuesday,Appetizers
2630,Fresh Guacamole Dip,293,28.0,19,Ruby Tuesday,Appetizers
2631,Fried Mozzarella,101,10.0,4,Ruby Tuesday,Appetizers
2632,Jumbo Lump Crab Cake,96,4.0,7,Ruby Tuesday,Appetizers
2633,Queso & Chips,317,28.0,20,Ruby Tuesday,Appetizers
2634,"Apple Walnut Chicken Salad, Half",630,33.0,43,Applebee's,Salads
2635,"Apple Walnut Chicken Salad, Half w/o dressing",350,15.0,20,Applebee's,Salads
2636,"Apple Walnut Chicken Salad, Regular",1030,54.0,67,Applebee's,Salads
2637,"Apple Walnut Chicken Salad, Regular w/o dressing",470,18.0,22,Applebee's,Salads
2638,Applebee’s House Salad,180,12.0,15,Applebee's,Salads
2639,Applebee’s House Salad (without dressing),180,12.0,15,Applebee's,Salads
2640,"Bruschetta Chicken Salad, Half",740,45.0,44,Applebee's,Salads
2641,"Bruschetta Chicken Salad, Half w/o dressing",580,40.0,30,Applebee's,Salads
2642,"Bruschetta Chicken Salad, Regular",1110,67.0,66,Applebee's,Salads
2643,"Bruschetta Chicken Salad, Regular w/o dressing",790,56.0,36,Applebee's,Salads
2644,Caesar Salad,220,8.0,19,Applebee's,Salads
2645,"California Shrimp Salad, Half",500,16.0,42,Applebee's,Salads
2646,"California Shrimp Salad, Half w/o dressing",330,14.0,23,Applebee's,Salads
2647,"California Shrimp Salad, Regular",740,21.0,61,Applebee's,Salads
2648,"California Shrimp Salad, Regular w/o dressing",380,16.0,24,Applebee's,Salads
2649,Chicken Caesar Salad,310,8.0,20,Applebee's,Salads
2650,Fried Chicken Salad,380,20.0,27,Applebee's,Salads
2651,"Fried Chicken Salad, Half",530,26.0,42,Applebee's,Salads
2652,"Fried Chicken Salad, Half w/o dressing",310,12.0,23,Applebee's,Salads
2653,"Fried Chicken Salad, Regular",980,50.0,79,Applebee's,Salads
2654,"Fried Chicken Salad, Regular w/o dressing",540,23.0,42,Applebee's,Salads
2655,"Grilled Chicken Caesar, Half",410,12.0,29,Applebee's,Salads
2656,"Grilled Chicken Caesar, Half w/o dressing",180,10.0,5,Applebee's,Salads
2657,"Grilled Chicken Caesar, Regular",820,25.0,57,Applebee's,Salads
2658,"Grilled Chicken Caesar, Regular w/o dressing",370,21.0,10,Applebee's,Salads
2659,Grilled Shrimp ‘N Spinach Salad,260,20.0,15,Applebee's,Salads
2660,"Grilled Shrimp ‘N Spinach Salad, Half",620,33.0,44,Applebee's,Salads
2661,"Grilled Shrimp ‘N Spinach Salad, Half w/o dressing",460,12.0,35,Applebee's,Salads
2662,"Grilled Shrimp ‘N Spinach Salad, Regular",1010,63.0,69,Applebee's,Salads
2663,"Grilled Shrimp ‘N Spinach Salad, Regular w/o dressing",680,20.0,51,Applebee's,Salads
2664,"Grilled Steak Caesar, Half",460,13.0,34,Applebee's,Salads
2665,"Grilled Steak Caesar, Half w/o dressing",230,11.0,10,Applebee's,Salads
2666,"Grilled Steak Caesar, Regular",910,25.0,68,Applebee's,Salads
2667,"Grilled Steak Caesar, Regular w/o dressing",460,21.0,21,Applebee's,Salads
2668,House Salad,120,9.0,8,Applebee's,Salads
2669,Oriental Chicken Salad,420,25.0,29,Applebee's,Salads
2670,"Oriental Chicken Salad, Half",670,42.0,49,Applebee's,Salads
2671,"Oriental Chicken Salad, Half w/o dressing",340,25.0,20,Applebee's,Salads
2672,"Oriental Chicken Salad, Regular",1340,85.0,98,Applebee's,Salads
2673,"Oriental Chicken Salad, Regular w/o dressing",680,50.0,41,Applebee's,Salads
2674,Oriental Grilled Chicken Salad,430,36.0,21,Applebee's,Salads
2675,"Oriental Grilled Chicken Salad, Half",680,55.0,40,Applebee's,Salads
2676,"Oriental Grilled Chicken Salad, Half w/o dressing",340,38.0,9,Applebee's,Salads
2677,"Oriental Grilled Chicken Salad, Regular",1290,92.0,79,Applebee's,Salads
2678,"Oriental Grilled Chicken Salad, Regular w/o dressing",590,58.0,19,Applebee's,Salads
2679,"Pecan-Crusted Chicken Salad, Half",820,72.0,48,Applebee's,Salads
2680,"Pecan-Crusted Chicken Salad, Half w/o dressing",580,53.0,31,Applebee's,Salads
2681,"Pecan-Crusted Chicken Salad, Regular",1350,114.0,80,Applebee's,Salads
2682,"Pecan-Crusted Chicken Salad, Regular w/o dressing",880,76.0,46,Applebee's,Salads
2683,Chopped Farmhouse Chicken Salad – Crispy,430,30.0,24,Arby's,Salads
2684,Chopped Farmhouse Chicken Salad – Roast,250,11.0,13,Arby's,Salads
2685,Chopped Side Salad,70,4.0,5,Arby's,Salads
2686,Balsamic Bleu Salad,330,35.0,18,Atlanta Bread Company,Salads
2687,Caesar Salad,150,7.0,9,Atlanta Bread Company,Salads
2688,Chopstix Chicken Salad,240,22.0,10,Atlanta Bread Company,Salads
2689,Greek Salad,240,15.0,16,Atlanta Bread Company,Salads
2690,House Salad,90,13.0,2,Atlanta Bread Company,Salads
2691,Salsa Fresca Salmon Salad,560,40.0,29,Atlanta Bread Company,Salads
2692,Chicken Supremes Salad,460,33.0,18,Bojangle's Famous Chicken 'n Biscuits,Salads
2693,Garden Salad,190,9.0,9,Bojangle's Famous Chicken 'n Biscuits,Salads
2694,Grilled Chicken Salad,305,11.0,11,Bojangle's Famous Chicken 'n Biscuits,Salads
2695,Chicken Caesar Salad,490,10.0,27,Buffalo Wild Wings,Salads
2696,Chicken Tender Salad,990,74.0,68,Buffalo Wild Wings,Salads
2697,Garden Salad,420,28.0,30,Buffalo Wild Wings,Salads
2698,Grilled Blackened Chicken Salad,660,23.0,39,Buffalo Wild Wings,Salads
2699,Grilled Chicken Salad,640,20.0,38,Buffalo Wild Wings,Salads
2700,Honey BBQ Chicken Salad,773,87.0,38,Buffalo Wild Wings,Salads
2701,Side Salad,210,14.0,15,Buffalo Wild Wings,Salads
2702,Garden Salad (no chicken),130,6.0,8,Burger King,Salads
2703,Garlic Parmesan Croutons,60,9.0,2,Burger King,Salads
2704,Ken’s® Creamy Caesar Dressing (2 oz),210,4.0,21,Burger King,Salads
2705,Ken’s® Fat Free Ranch Dressing (2 oz),60,15.0,0,Burger King,Salads
2706,Ken’s® Honey Mustard Dressing (2 oz),270,15.0,23,Burger King,Salads
2707,Ken’s® Light Italian Dressing (2 oz),120,5.0,11,Burger King,Salads
2708,Ken’s® Ranch Dressing (2 oz),190,2.0,20,Burger King,Salads
2709,Side Salad,40,2.0,2,Burger King,Salads
2710,Tendercrisp® Chicken Garden Salad,470,26.0,26,Burger King,Salads
2711,Tendergrill™ Chicken Garden Salad,290,8.0,12,Burger King,Salads
2712,Bite Size Shrimp Salad,267,33.0,10,Captain D's,Salads
2713,Fried Chicken Salad,207,18.0,10,Captain D's,Salads
2714,Wild Alaskan Salmon Salad,177,8.0,1,Captain D's,Salads
2715,Cranberry Apple Walnut Grilled Chicken Salad w/o Dressing,320,,11,Carl's Jr.,Salads
2716,Green Burrito® Taco Salad w/o Dressing,880,,53,Carl's Jr.,Salads
2717,Original Grilled Chicken Salad w/o Dressing,270,,9,Carl's Jr.,Salads
2718,Side Salad w/o Dressing,120,,5,Carl's Jr.,Salads
2719,Buffalo Chicken Salad,208,14.0,7,Charley's Grilled Subs,Salads
2720,Chicken Teriyaki Salad,213,12.0,7,Charley's Grilled Subs,Salads
2721,Fresh Garden,58,9.0,2,Charley's Grilled Subs,Salads
2722,Grilled Chicken Salad,198,10.0,7,Charley's Grilled Subs,Salads
2723,Grilled Steak Salad,208,10.0,10,Charley's Grilled Subs,Salads
2724,Carrot & Raisin Salad,260,40.0,12,Chick-fil-A,Salads
2725,Chargrilled & Fruit Salad,220,22.0,6,Chick-fil-A,Salads
2726,Chargrilled Chicken Garden Salad,180,11.0,6,Chick-fil-A,Salads
2727,Chick-n-Strips Salad,460,26.0,22,Chick-fil-A,Salads
2728,Chicken Salad Cup,350,9.0,22,Chick-fil-A,Salads
2729,Side Salad,70,5.0,4,Chick-fil-A,Salads
2730,Southwest Chargrilled Salad,240,18.0,9,Chick-fil-A,Salads
2731,Boneless Buffalo Chicken Salad,990,48.0,68,Chili's,Salads
2732,Caribbean Salad w/ Grilled Chicken,610,65.0,25,Chili's,Salads
2733,Caribbean Salad w/ Grilled Shrimp,620,66.0,31,Chili's,Salads
2734,Chicken Caesar Salad,650,26.0,44,Chili's,Salads
2735,Cobb Salad,710,22.0,52,Chili's,Salads
2736,House Salad No Dressing,180,15.0,11,Chili's,Salads
2737,Lunch House Salad No Dressing,90,7.0,5,Chili's,Salads
2738,Over-The-Top Cobb Salad w/ Avocado Ranch,430,12.0,33,Chili's,Salads
2739,Quesadilla Explosion Salad,1400,90.0,89,Chili's,Salads
2740,Asian Edamame Salad – V (Side),140,12.0,8,Corner Bakery Cafe,Salads
2741,Asian Edamame Salad – V (Trio),90,8.0,5,Corner Bakery Cafe,Salads
2742,Asian Wonton Salad (Café & Combo),270,33.0,8,Corner Bakery Cafe,Salads
2743,Asian Wonton Salad (Entrée),530,63.0,16,Corner Bakery Cafe,Salads
2744,Avocado Wedge – VG (Side),280,4.0,20,Corner Bakery Cafe,Salads
2745,Avocado Wedge – VG (Trio),150,2.0,10,Corner Bakery Cafe,Salads
2746,Caesar Salad,230,8.0,20,Corner Bakery Cafe,Salads
2747,Caesar Salad (Café & Combo),360,12.0,31,Corner Bakery Cafe,Salads
2748,Caesar Salad (Entrée),710,21.0,63,Corner Bakery Cafe,Salads
2749,Caesar Salad (side & trio portion),230,8.0,20,Corner Bakery Cafe,Salads
2750,Caesar Salad w/Roasted Chicken (Café & Combo),420,13.0,32,Corner Bakery Cafe,Salads
2751,Caesar Salad w/Roasted Chicken (Entrée),820,23.0,65,Corner Bakery Cafe,Salads
2752,Chopped Salad – G (Café & Combo),400,18.0,28,Corner Bakery Cafe,Salads
2753,Chopped Salad – G (Entrée),790,33.0,57,Corner Bakery Cafe,Salads
2754,D.C. Chicken Salad – G (Side),360,22.0,21,Corner Bakery Cafe,Salads
2755,D.C. Chicken Salad – G (Trio),240,15.0,14,Corner Bakery Cafe,Salads
2756,"Egg Salad – V, G (Side)",340,5.0,27,Corner Bakery Cafe,Salads
2757,"Egg Salad – V, G (Trio)",230,3.0,19,Corner Bakery Cafe,Salads
2758,"Greek Vegetable Salad – V, G (Side)",90,9.0,4,Corner Bakery Cafe,Salads
2759,"Greek Vegetable Salad – V, G (Trio)",60,6.0,3,Corner Bakery Cafe,Salads
2760,Harvest Salad – V (Café & Combo),430,36.0,25,Corner Bakery Cafe,Salads
2761,Harvest Salad – V (Entrée),760,72.0,45,Corner Bakery Cafe,Salads
2762,Harvest Salad w/Roasted Chicken (Café & Combo),500,37.0,26,Corner Bakery Cafe,Salads
2763,Harvest Salad w/Roasted Chicken (Entrée),870,74.0,47,Corner Bakery Cafe,Salads
2764,Mixed Greens Salad – V (Café & Combo),220,13.0,17,Corner Bakery Cafe,Salads
2765,Mixed Greens Salad – V (Entrée),420,26.0,33,Corner Bakery Cafe,Salads
2766,Mixed Greens Salad w/dressing (side & trio portion) – V,120,9.0,8,Corner Bakery Cafe,Salads
2767,Mixed Greens Salad w/dressing – V,120,9.0,8,Corner Bakery Cafe,Salads
2768,Mixed Greens w/dressing (garnish) – VG,30,1.0,2,Corner Bakery Cafe,Salads
2769,Crispy Chicken Salad,470,29.0,26,Dairy Queen,Salads
2770,Grilled Chicken Salad,330,13.0,15,Dairy Queen,Salads
2771,Chicken Deluxe Salad  –  Chicken Strips (add choices),590,43.0,29,Denny's,Salads
2772,Chicken Deluxe Salad  –  Grilled Chicken (add choices),340,13.0,13,Denny's,Salads
2773,Cranberry Apple Chicken Salad w/ balsamic vinaigrette / no bread,370,32.0,12,Denny's,Salads
2774,Garden Salad w/o dressing,120,7.0,7,Denny's,Salads
2775,Half Size Cranberry Apple Chicken Salad w/ balsamic vinaigrette / no bread,310,21.0,10,Denny's,Salads
2776,Avocado Bacon Chicken Tostada (no dressing),769,56.0,43,El Pollo Loco,Salads
2777,Barbecue Chicken Tostada (no dressing),718,65.0,35,El Pollo Loco,Salads
2778,Chicken Tortilla Soup Small (no tortilla strips),140,9.0,5,El Pollo Loco,Salads
2779,Chicken Tostada (no dressing),859,78.0,42,El Pollo Loco,Salads
2780,Chicken Tostada (no shell & no dressing),429,43.0,13,El Pollo Loco,Salads
2781,Chicken Tostada (no shell & no dressing),429,43.0,13,El Pollo Loco,Salads
2782,Fresh Vegetables (no margarine),9,2.0,0,El Pollo Loco,Salads
2783,Grilled Chicken Salad (no tortilla strips & no dressing),167,10.0,3,El Pollo Loco,Salads
2784,Grilled Chicken Salad (no tortilla strips & no dressing),167,10.0,3,El Pollo Loco,Salads
2785,Loco Side Salad,62,7.0,2,El Pollo Loco,Salads
2786,"Loco Side Salad (no dressing, no tortilla strips) – large",47,5.0,1,El Pollo Loco,Salads
2787,"Loco Side Salad (no dressing, no tortilla strips) – small",25,3.0,0,El Pollo Loco,Salads
2788,Asian Chicken Salad,355,30.0,7,FATZ,Salads
2789,Calabash Chicken Salad,783,62.0,32,FATZ,Salads
2790,FATZ Cobb Salad,529,12.0,32,FATZ,Salads
2791,House Salad,379,15.0,24,FATZ,Salads
2792,Large Salad Tray (per serving),77,3.0,5,FATZ,Salads
2793,Lite Grilled Chicken Salad,508,18.0,23,FATZ,Salads
2794,Popcorn Shrimp Salad,539,26.0,28,FATZ,Salads
2795,Seabreeze Spinach Salad,382,28.0,24,FATZ,Salads
2796,Seabreeze Spinach Salad with Grilled Aloha Chicken,563,33.0,26,FATZ,Salads
2797,Side Caesar Salad,79,10.0,2,FATZ,Salads
2798,Side House Salad,210,11.0,13,FATZ,Salads
2799,Side Veggie Salad,43,8.0,0,FATZ,Salads
2800,Small Salad Tray,91,3.0,6,FATZ,Salads
2801,The Ultimate Chopped Chef Salad,586,19.0,36,FATZ,Salads
2802,Traditional Caesar Salad,109,13.0,3,FATZ,Salads
2803,Cherry Almond Chicken,480,38.0,25,Fazoli's,Salads
2804,Citrus Apple & Roasted Chicken,510,30.0,30,Fazoli's,Salads
2805,Country Caesar,780,48.0,51,Fazoli's,Salads
2806,Fazoli’s Italian House,600,16.0,45,Fazoli's,Salads
2807,Pasta Ranch Italia,770,44.0,50,Fazoli's,Salads
2808,Side Chopped Salad,60,5.0,3,Fazoli's,Salads
2809,Chunky Chicken Salad,363,2.0,24,Golden Chick,Salads
2810,Chicken & Spinach Salad,1600,72.0,118,IHOP,Salads
2811,Chicken Fajita Salad,790,49.0,44,IHOP,Salads
2812,Chicken Fajita Salad w/Avocado,870,54.0,52,IHOP,Salads
2813,Crispy Chicken Salad w/Fried Chicken,1460,93.0,95,IHOP,Salads
2814,Crispy Chicken Salad w/Grilled Chicken,1270,59.0,91,IHOP,Salads
2815,Grilled Chicken Caesar Salad,960,39.0,72,IHOP,Salads
2816,"Grilled Chicken Caesar Salad, No Chicken",870,39.0,71,IHOP,Salads
2817,House Salad,90,15.0,3,IHOP,Salads
2818,House Salad,90,15.0,3,IHOP,Salads
2819,House Salad,90,15.0,3,IHOP,Salads
2820,House Salad,90,15.0,3,IHOP,Salads
2821,Bacon Ranch Dressing,260,3.0,26,Jack in the Box,Salads
2822,Chicken Club Salad w/ Crispy Chicken Strips**,520,37.0,28,Jack in the Box,Salads
2823,Chicken Club Salad w/ Grilled Chicken Strips**,370,13.0,20,Jack in the Box,Salads
2824,Creamy Southwest Dressing,220,3.0,22,Jack in the Box,Salads
2825,Gourmet Seasoned Croutons,70,13.0,4,Jack in the Box,Salads
2826,Grilled Chicken Salad**,250,15.0,10,Jack in the Box,Salads
2827,Grilled Chicken Salad**,250,15.0,10,Jack in the Box,Salads
2828,Lite Ranch Dressing,150,3.0,15,Jack in the Box,Salads
2829,Low-Fat Balsamic Vinaigrette,35,5.0,1,Jack in the Box,Salads
2830,Side Salad,20,4.0,0,Jack in the Box,Salads
2831,Side Salad**,20,4.0,0,Jack in the Box,Salads
2832,Side Salad**,20,4.0,0,Jack in the Box,Salads
2833,Southwest Chicken Salad w/ Crispy Chicken Strips**,500,53.0,23,Jack in the Box,Salads
2834,Southwest Chicken Salad w/ Grilled Chicken Strips**,350,29.0,15,Jack in the Box,Salads
2835,Spicy Corn Sticks,140,18.0,7,Jack in the Box,Salads
2836,Aruba Chicken Salad,780,37.0,49,Joe's Crab Shack,Salads
2837,Aruba Shrimp Salad,860,60.0,61,Joe's Crab Shack,Salads
2838,Caesar Salad,450,18.0,37,Joe's Crab Shack,Salads
2839,Caesar Salad – Chicken,670,18.0,46,Joe's Crab Shack,Salads
2840,Caesar Salad – Shrimp,530,19.0,38,Joe's Crab Shack,Salads
2841,Caesar Side Salad,220,8.0,18,Joe's Crab Shack,Salads
2842,Chicken Chipotle Caesar,760,42.0,46,Joe's Crab Shack,Salads
2843,Classic Cobb Salad – Chicken,790,38.0,46,Joe's Crab Shack,Salads
2844,Classic Cobb Salad – Shrimp,650,39.0,39,Joe's Crab Shack,Salads
2845,Classic Cobb Salad – Snow,630,38.0,38,Joe's Crab Shack,Salads
2846,Crab Cake Chipotle Caesar,970,52.0,72,Joe's Crab Shack,Salads
2847,House Side Salad,120,10.0,7,Joe's Crab Shack,Salads
2848,Caesar Side Salad without Dressing & Croutons,40,2.0,2,KFC,Salads
2849,Crispy Chicken BLT Salad without Dressing,360,18.0,19,KFC,Salads
2850,Crispy Chicken Caesar Salad without Dressing & Croutons,340,16.0,18,KFC,Salads
2851,Heinz Buttermilk Ranch Dressing (1),160,1.0,17,KFC,Salads
2852,Hidden Valley® The Original Ranch® Fat Free Dressing (1),35,8.0,0,KFC,Salads
2853,House Side Salad without Dressing,15,3.0,0,KFC,Salads
2854,KFC® Creamy Parmesan Caesar Dressing (1),260,4.0,26,KFC,Salads
2855,Marzetti Light Italian Dressing (1),15,2.0,0,KFC,Salads
2856,Parmesan Garlic Croutons Pouch (1),70,8.0,3,KFC,Salads
2857,Black & Bleu Caesar Salad,990,22.0,76,O'Charley's,Salads
2858,Caesar Salad without croutons,560,10.0,54,Olive Garden,Salads
2859,Garden-Fresh Salad (one serving with dressing),290,23.0,20,Olive Garden,Salads
2860,Garden-Fresh Salad (one serving without dressing),130,19.0,4,Olive Garden,Salads
2861,Garden-Fresh Salad without croutons,220,12.0,18,Olive Garden,Salads
2862,Grilled Chicken Caesar Salad,610,19.0,40,Olive Garden,Salads
2863,Aussie Chicken Cobb Salad Crispy,856,46.0,55,Outback Steakhouse,Salads
2864,Aussie Chicken Cobb Salad Crispy with Blue Cheese Dressing,1276,48.0,101,Outback Steakhouse,Salads
2865,Aussie Chicken Cobb Salad Crispy with Honey Mustard Dressing,1302,64.0,99,Outback Steakhouse,Salads
2866,Aussie Chicken Cobb Salad Crispy with Tangy Tomato Dressing,969,72.0,56,Outback Steakhouse,Salads
2867,Aussie Chicken Cobb Salad Crispy with Thousand Island Dressing,1298,54.0,102,Outback Steakhouse,Salads
2868,Aussie Chicken Cobb Salad Grilled,543,19.0,29,Outback Steakhouse,Salads
2869,Aussie Chicken Cobb Salad Grilled with Blue Cheese Dressing,963,20.0,76,Outback Steakhouse,Salads
2870,Aussie Chicken Cobb Salad Grilled with Honey Mustard Dressing,988,36.0,73,Outback Steakhouse,Salads
2871,Aussie Chicken Cobb Salad Grilled with Mustard Vinagrette,1044,26.0,83,Outback Steakhouse,Salads
2872,Aussie Chicken Cobb Salad Grilled with Oil And Vinegar,770,19.0,56,Outback Steakhouse,Salads
2873,Aussie Chicken Cobb Salad Grilled with Ranch Dressing,961,21.0,76,Outback Steakhouse,Salads
2874,Aussie Chicken Cobb Salad Grilled with Tangy Tomato Dressing,656,44.0,30,Outback Steakhouse,Salads
2875,Aussie Chicken Cobb Salad Grilled with Thousand Island Dressing,984,26.0,76,Outback Steakhouse,Salads
2876,Caesar Salad Chicken,725,21.0,42,Outback Steakhouse,Salads
2877,Caesar Salad Shrimp,571,34.0,41,Outback Steakhouse,Salads
2878,California Chicken Salad,690,52.0,39,Outback Steakhouse,Salads
2879,Filet Wedge Salad,736,16.0,59,Outback Steakhouse,Salads
2880,Full Asian Sesame Chicken,450,33.0,24,Panera Bread,Salads
2881,Full BBQ Chopped Chicken,500,50.0,22,Panera Bread,Salads
2882,Full Caesar,390,25.0,27,Panera Bread,Salads
2883,Full Chicken Caesar,510,29.0,29,Panera Bread,Salads
2884,Full Chopped Chicken Cobb,500,11.0,36,Panera Bread,Salads
2885,Full Chopped Steak & Blue Cheese,790,35.0,54,Panera Bread,Salads
2886,Full Classic Cafe,170,18.0,11,Panera Bread,Salads
2887,Full Fuji Apple with Chicken,560,36.0,34,Panera Bread,Salads
2888,Full Greek,370,14.0,34,Panera Bread,Salads
2889,Full Mediterranean Salmon,580,29.0,38,Panera Bread,Salads
2890,Full Salmon Caesar,550,16.0,39,Panera Bread,Salads
2891,Full Thai Chopped Chicken,470,45.0,19,Panera Bread,Salads
2892,Half Asian Sesame Chicken,230,17.0,12,Panera Bread,Salads
2893,Half BBQ Chopped Chicken,250,25.0,11,Panera Bread,Salads
2894,Half Caesar,200,13.0,14,Panera Bread,Salads
2895,Half Chicken Caesar,260,14.0,15,Panera Bread,Salads
2896,Half Chopped Chicken Cobb,250,5.0,18,Panera Bread,Salads
2897,Half Chopped Steak & Blue Cheese,390,17.0,27,Panera Bread,Salads
2898,Half Classic Cafe,80,9.0,5,Panera Bread,Salads
2899,Half Fuji Apple with Chicken,280,18.0,17,Panera Bread,Salads
2900,Half Greek,190,7.0,17,Panera Bread,Salads
2901,Half Mediterranean Salmon,290,15.0,19,Panera Bread,Salads
2902,Half Salmon Caesar,270,8.0,20,Panera Bread,Salads
